1.360000000000000000e+03,1.046000000000000000e+03,1.056000000000000000e+03,1.692000000000000000e+03,1.268000000000000000e+03,1.359999999999999964e+01,4.889999999999999858e+01,7.578000000000000291e-01,1.190000000000000036e+01
1.292000000000000000e+03,9.550000000000000000e+02,1.174000000000000000e+03,1.559000000000000000e+03,9.720000000000000000e+02,1.330000000000000071e+01,4.770000000000000284e+01,7.255000000000000338e-01,9.400000000000000355e+00
1.402000000000000000e+03,9.390000000000000000e+02,1.140000000000000000e+03,1.555000000000000000e+03,1.074000000000000000e+03,1.190000000000000036e+01,5.400000000000000000e+01,7.501999999999999780e-01,9.000000000000000000e+00
1.376000000000000000e+03,9.480000000000000000e+02,1.092000000000000000e+03,1.584000000000000000e+03,1.203000000000000000e+03,1.100000000000000000e+01,6.000000000000000000e+01,7.866999999999999549e-01,9.199999999999999289e+00
1.272000000000000000e+03,8.360000000000000000e+02,1.205000000000000000e+03,1.490000000000000000e+03,1.110000000000000000e+03,1.119999999999999929e+01,5.960000000000000142e+01,7.887999999999999456e-01,6.500000000000000000e+00
1.197000000000000000e+03,7.500000000000000000e+02,1.337000000000000000e+03,1.393000000000000000e+03,9.490000000000000000e+02,1.119999999999999929e+01,5.920000000000000284e+01,7.848000000000000531e-01,4.700000000000000178e+00
1.185000000000000000e+03,6.900000000000000000e+02,1.462000000000000000e+03,1.333000000000000000e+03,7.330000000000000000e+02,1.130000000000000071e+01,5.679999999999999716e+01,7.602999999999999758e-01,3.600000000000000089e+00
1.136000000000000000e+03,6.720000000000000000e+02,1.453000000000000000e+03,1.333000000000000000e+03,7.300000000000000000e+02,1.069999999999999929e+01,6.000000000000000000e+01,7.701999999999999957e-01,3.299999999999999822e+00
1.094000000000000000e+03,6.090000000000000000e+02,1.579000000000000000e+03,1.276000000000000000e+03,6.200000000000000000e+02,1.069999999999999929e+01,5.970000000000000284e+01,7.648000000000000353e-01,2.299999999999999822e+00
1.010000000000000000e+03,5.610000000000000000e+02,1.705000000000000000e+03,1.235000000000000000e+03,5.010000000000000000e+02,1.030000000000000071e+01,6.020000000000000284e+01,7.517000000000000348e-01,1.699999999999999956e+00
1.011000000000000000e+03,5.270000000000000000e+02,1.818000000000000000e+03,1.197000000000000000e+03,4.450000000000000000e+02,1.009999999999999964e+01,6.050000000000000000e+01,7.465000000000000524e-01,1.300000000000000044e+00
1.066000000000000000e+03,5.120000000000000000e+02,1.918000000000000000e+03,1.182000000000000000e+03,4.220000000000000000e+02,1.100000000000000000e+01,5.620000000000000284e+01,7.366000000000000325e-01,1.100000000000000089e+00
1.052000000000000000e+03,5.530000000000000000e+02,1.738000000000000000e+03,1.221000000000000000e+03,4.720000000000000000e+02,1.050000000000000000e+01,5.810000000000000142e+01,7.352999999999999536e-01,1.600000000000000089e+00
1.144000000000000000e+03,6.670000000000000000e+02,1.490000000000000000e+03,1.339000000000000000e+03,7.300000000000000000e+02,1.019999999999999929e+01,5.960000000000000142e+01,7.417000000000000259e-01,3.200000000000000178e+00
